,SKU,Product_Name,Product_Category,Price,Promo_Start_Date,Promo_End_Date,Comparison_Price,Comparison_Price_Type,Buy_Box_Item_Price,Buy_Box_Eligible,MSRP,Product_Tax_Code,Ship_Methods,Shipping_Weight,Fulfillment_Type,WFS_Sales_Restriction,Shelf_Name,Primary_Category_Path,Brand,Offer_Start_Date,Offer_End_Date,Item_Creation_Date,Reviews_Count,Average_Rating,Competitor_Price,Competitor_Ship_Price,Cost
53,071691537571-WM-C-21.98,Rubbermaid 64-PieceTakeAlongs Food Storage Set with 30-Quart Storage Tote,"Home Decor, Kitchen, & Other",34.76,1970-01-01,1970-01-01,35.88,Was Price,34.76,Yes,0.0,2038710,ALWAYS_TWO_DAY,25.0,Walmart Fulfilled,no restrictions,Toys for Adults,"[""Home Page"",""Toys"",""Shop Toys by Age"",""Toys for Adults""]",Rubbermaid,2024-02-19,2049-12-31,2022-01-15,1667,4.5,49.5,0.0,13.904
54,748927053159-C-WM-127.98,"Optimum Nutrition, Gold Standard 100% Whey Protein Powder, Extreme Milk Chocolate, 10 lb, 141 Servings",Medicine & Supplements,155.33,1970-01-01,1970-01-01,157.99,Was Price,156.99,Yes,157.99,2048154,ALWAYS_TWO_DAY,11.0,WFS Eligible,no restrictions,Whey Protein,"[""Home Page"",""Health and Medicine"",""Protein"",""Protein Powder"",""Whey Protein""]",Optimum Nutrition,2023-12-27,2049-12-31,2016-03-18,2212,4.6,155.87,0.0,62.132000000000005
55,028400480635-S-P-L1-12.98,SunChips Mix Variety Pack (30 Count),Food & Beverage,36.9,1970-01-01,1970-01-01,30.57,Was Price,29.99,Yes,48.96,2040210,NETWORK_GEO,3.6,Seller Fulfilled,no restrictions,Variety Pack Chips,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""Variety Pack Chips""]",Frito-Lay,2021-03-15,2049-12-30,2021-02-21,1285,4.8,36.9,0.0,14.76
56,077324079999-CB-P-L1-29.20,"Pleasant Hill Farms Restaurant Blend, Ground, 5 lb Bag 10.00% Off Auto renew",Food & Beverage,42.9,1970-01-01,1970-01-01,44.95,Was Price,34.95,Yes,0.0,2038305,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Ground Coffee,"[""Home Page"",""Food"",""Coffee"",""Ground Coffee""]",San Francisco Bay,2023-12-12,2049-12-31,2016-10-13,82,4.8,27.49,0.0,17.16
57,1E-KKWF-5QCQ,"Pledge Lemon Clean Furniture Cleaner, Lemon, 14.2 Oz, 3 Ct",Household Cleaning Products & Supplies,30.55,1970-01-01,1970-01-01,28.95,Was Price,28.95,Yes,34.44,2038710,NETWORK_GEO,3.45,Seller Fulfilled,no restrictions,All Purpose Cleaners,"[""Home Page"",""Household Essentials"",""Cleaning Supplies"",""All Purpose Cleaners"",""All Purpose Cleaners""]",Pledge,2022-09-05,2049-04-21,2016-05-18,166,4.7,25.32,0.0,12.22
58,Halley-Bey-Hand4-Blue,"Halley Hand Towels 4-Pack - 100% Turkish Cotton Ultra Soft, Absorbent Bathroom Towels - Machine Washable - Dark Blue","Home Decor, Kitchen, & Other",18.99,2023-03-02,2023-05-31,19.99,Was Price,18.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,2.05,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2021-09-20,2049-12-23,2021-09-28,0,0.0,28.5,0.0,7.596
59,013700097522-CB-P-L1-16.49,"Hefty Foam Super Weight 3-Compartment Container, 9","Home Decor, Kitchen, & Other",41.49,1970-01-01,1970-01-01,41.49,Was Price,39.3,Yes,0.0,2038710,NETWORK_GEO,3.0,Seller Fulfilled,"NY,NJ,VT,CA,MD,SC,CT,HI",All Hefty,"[""Home Page"",""Household Essentials"",""Household Essentials by Brand"",""Hefty"",""All Hefty""]",Hefty,2023-05-04,2049-12-31,2021-09-15,0,0.0,29.95,0.0,16.596
60,081363004317-S-P-L1-19.96,2 Pack | True North Almond Pecan Cashew Clusters (24 oz.),"Home Decor, Kitchen, & Other",36.99,1970-01-01,1970-01-01,37.75,Was Price,37.85,Yes,24.35,2040208,ALWAYS_TWO_DAY,1.5,WFS Eligible,no restrictions,All Cashews,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Nuts, Trail Mix & Seeds"",""Cashews"",""All Cashews""]",True North,2022-10-18,2054-09-07,2020-09-21,1,5.0,45.99,0.0,14.796000000000001
61,885612849670-CB-P-L1-69.99,Kohler Stainless Steel Step Trash Can (12.4 gal),"Home Decor, Kitchen, & Other",169.0,1970-01-01,1970-01-01,131.99,Was Price,105.0,Yes,139.99,2038710,NETWORK_GEO,21.0,Seller Fulfilled,no restrictions,Shop All Trash Cans,"[""Home Page"",""Home"",""Storage & Organization"",""Trash Cans"",""Shop All Trash Cans""]",Kohler,2021-06-10,2041-05-15,2020-06-06,4,2.0,0.0,0.0,67.60000000000001
62,Halley-Hera-Washcloth10-Peach,"HALLEY Turkish Washcloths Set - 10 Pieces Washcloths Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Peach","Home Decor, Kitchen, & Other",17.99,1970-01-01,1970-01-01,17.99,Was Price,17.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.95,WFS Eligible,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2023-09-09,2049-12-25,2023-09-18,0,0.0,0.0,0.0,7.196
63,009542020316-C-F-L1-10.99,Lindt Lindor Assorted Chocolate Truffles - 21.2 oz,Food & Beverage,26.99,1970-01-01,1970-01-01,19.99,Was Price,18.95,No,32.99,2038362,ALWAYS_TWO_DAY,2.0,Walmart Fulfilled,no restrictions,Truffles,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Truffles""]",Lindt,2022-02-01,2042-04-27,2016-11-30,226,4.9,14.99,0.0,10.796
64,012000812620-CB-P-L1-21.99,Pepsi Cola 24-24 fl. oz. Plastic Bottles,Food & Beverage,69.95,1970-01-01,1970-01-01,69.95,Was Price,69.75,Yes,51.8,2038368,NETWORK_GEO,30.0,Seller Fulfilled,no restrictions,Pepsi Shop All,"[""Home Page"",""Food"",""Beverages"",""Soda Pop"",""Pepsi"",""Pepsi Shop All""]",Pepsi,2023-05-04,2049-12-31,2016-12-29,203,4.7,73.01,0.0,27.980000000000004
65,016017163904-S-P-L1-49.98,Tramontina 80131/360DS Enameled Cast Iron 7-Quart Covered Round Dutch Oven Latte/ Gold Knob,"Home Decor, Kitchen, & Other",82.99,1970-01-01,1970-01-01,88.9,Was Price,82.99,Yes,39.98,2038710,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,"CO,CA",Shop Dutch Ovens,"[""Home Page"",""Home"",""Kitchen & Dining"",""Pots & Pans"",""Dutch Ovens"",""Shop Dutch Ovens""]",Tramontina,2024-01-29,2049-12-31,2023-01-26,1,5.0,0.0,0.0,33.196
66,021000026272-C-F-L1-9.99,"Kraft Original Macaroni & Cheese Easy Microwavable Dinner, 12 ct Box, 2.05 oz Cups",Food & Beverage,28.99,1970-01-01,1970-01-01,16.99,Was Price,16.99,Yes,35.91,2038305,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Kraft,"[""Home Page"",""Food"",""Pantry"",""Pantry Brands"",""Kraft""]",Kraft,2023-07-26,2049-12-31,2021-01-15,2512,4.7,21.5,-1.0,11.596
67,021331371362-S-P-L1-99.00,"Altec Lansing Mix 2.0 - Party speaker - for portable use - wireless - Bluetooth, NFC",Electronics Other,180.9,1970-01-01,1970-01-01,190.0,Was Price,161.77,Yes,0.0,2038710,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Portable Wireless & Bluetooth Speakers,"[""Home Page"",""Electronics"",""Audio"",""Portable Audio"",""Portable Wireless & Bluetooth Speakers""]",Altec Lansing,2024-03-03,2049-12-31,2020-07-14,17,4.8,161.08,0.0,72.36
68,04897034342048-S-P-L1-199.98,Wow Sports 14-1070 Bingo 3 Inflatable And Towable Water Sport,Toys,409.0,1970-01-01,1970-01-01,409.0,Was Price,409.0,Yes,399.99,2038710,NETWORK_GEO,35.45,Seller Fulfilled,no restrictions,Lawn Water Slides,"[""Home Page"",""Toys"",""Outdoor Toys"",""Water Slides"",""Lawn Water Slides""]",WOW Sports,2022-03-24,2052-03-24,2016-08-04,0,0.0,282.21,0.0,163.60000000000002
69,050000169726-S-P-23.98,Purina Friskies Gravy Pleasers Adult Wet Cat Food Variety Pack - (48) 5.5 oz. Cans,Animal Food,67.99,1970-01-01,1970-01-01,65.99,Was Price,67.99,Yes,68.87,2048966,NETWORK_GEO,17.6,Seller Fulfilled,no restrictions,Friskies Cat Food,"[""Home Page"",""Pets"",""Pets Shop By Brand"",""Friskies"",""Friskies Cat Food""]",Friskies,2022-03-02,2049-12-30,2018-02-13,1351,4.6,65.99,0.0,27.195999999999998
70,059642010083-S-P-L1-21.68,Dubble Bubble Gumball Assortment - 850pcs,Food & Beverage,48.44,1970-01-01,1970-01-01,52.89,Was Price,53.99,Yes,63.2,2038910,ALWAYS_TWO_DAY,15.95,WFS Eligible,no restrictions,Bubble Gum,"[""Home Page"",""Food"",""Candy"",""Gum"",""Bubble Gum""]",Dubble Bubble,2021-06-25,2049-12-29,2016-03-18,130,4.6,48.44,0.0,19.376
71,078742274904-S-P-L1-35.96,CHIE Dental Chew Treats for Dogs 30 ct. / 2 Pack,Animal Accessories,61.99,1970-01-01,1970-01-01,61.99,Was Price,61.99,Yes,0.0,2048966,NETWORK_GEO,8.0,Seller Fulfilled,no restrictions,All Dog Dental Care,"[""Home Page"",""Pets"",""Dogs"",""Dog Health and Wellness"",""Dog Dental Care"",""All Dog Dental Care""]",CHIE,2023-08-07,2049-12-31,2023-04-19,0,0.0,54.49,0.0,24.796000000000003
72,096619121731-C-P-L1-19.94,"2 Pack | Kirkland Signature Jelly Belly Gourmet Jelly Beans, 4 lbs",Food & Beverage,53.99,1970-01-01,1970-01-01,60.49,Was Price,53.99,Yes,0.0,2038362,ALWAYS_TWO_DAY,15.0,Walmart Fulfilled,no restrictions,Chewy Candy,"[""Home Page"",""Food"",""Candy"",""Gummy & Chewy Candy"",""Chewy Candy""]",Kirkland Signature,2023-06-19,2032-10-31,2017-09-28,1,5.0,54.87,0.0,21.596000000000004
73,096619335695-C-P-L1-17.59,trunature Advanced Digestive Probiotic 100 Capsules,"Beauty, Personal Care, & Hygiene",20.38,1970-01-01,1970-01-01,23.65,List Price,20.99,Yes,22.0,2038318,ALWAYS_TWO_DAY,0.4,WFS Eligible,no restrictions,All Digestive Health,"[""Home Page"",""Health and Medicine"",""Digestive Health"",""All Digestive Health""]",TruNature,2022-08-11,2049-06-04,2018-01-11,38,4.8,24.99,0.0,8.152
74,096619710133-C-P-L1-56.99,"Kirkland Signature Peanut Oil, 35 Pounds","Home Decor, Kitchen, & Other",119.07,1970-01-01,1970-01-01,101.58,Was Price,101.58,Yes,0.0,2040208,NETWORK_GEO,35.0,Seller Fulfilled,no restrictions,Peanut oil,"[""Home Page"",""Food"",""Baking"",""Baking Ingredients"",""Oils & Shortening"",""Peanut oil""]",Kirkland Signature,2023-05-04,2049-12-31,2021-11-03,0,0.0,125.05,0.0,47.628
75,188781000171-WM-BS-11.53,Zerowater 5-Stage Water Filter Replacement - 2 Pack,"Home Decor, Kitchen, & Other",35.11,1970-01-01,1970-01-01,32.49,Was Price,29.99,Yes,29.99,2038710,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,All Water Filtration,"[""Home Page"",""Home Improvement"",""Water Purification"",""Water Filters"",""All Water Filtration""]",ZeroWater,2024-02-23,2049-12-31,2015-12-09,1383,4.4,29.99,0.0,14.044
76,194552203382-WM-BS-12.02,Lenovo Smart Clock with Google Assistant - Charcoal,Electronics Other,75.99,1970-01-01,1970-01-01,75.99,Was Price,75.99,Yes,79.99,2038710,ALWAYS_TWO_DAY,3.0,Walmart Fulfilled,no restrictions,Smart Home Assistants,"[""Home Page"",""Electronics"",""Smart Home"",""Smart Home Assistants, Controllers & Hubs"",""Smart Home Assistants & Voice Control"",""Smart Home Assistants""]",Lenovo,2024-01-31,2049-12-31,2020-08-18,1067,4.5,150.0,0.0,30.396
77,50000302628-CB-P-L1-11.37,"Liquid Non-Dairy Creamer Variety Pack - French Vanilla, Hazelnut, & Original - 32 Fl Oz Bottles (Pack of 3)",Food & Beverage,35.99,1970-01-01,1970-01-01,38.99,Was Price,35.99,Yes,0.0,2038305,NETWORK_GEO,7.52,Seller Fulfilled,no restrictions,Flavored Coffee Creamer,"[""Home Page"",""Food"",""Coffee"",""Coffee Creamers"",""Flavored Coffee Creamer""]",BSL,2024-02-09,2049-12-31,2023-07-21,0,0.0,32.95,0.0,14.396
78,810116122431-S-WM-19.98,Prime Hydration+ Electrolyte Drink Mix Sticks Glowberry (Pack of 20),Food & Beverage,24.5,1970-01-01,1970-01-01,22.0,Was Price,23.99,Yes,0.0,2040226,ALWAYS_TWO_DAY,0.4,WFS Eligible,no restrictions,All Powdered Drink Mix,"[""Home Page"",""Food"",""Beverages"",""Powdered Drink Mixes"",""All Powdered Drink Mix""]",Prime Hydration,2024-02-29,2049-12-31,2023-09-25,160,4.2,24.5,0.0,9.8
79,817719021802-CB-P-L1-19.99,"Fit Crunch Snack Size Protein Bar, Peanut Butter & Jelly, 16g Protein, 18 ct.",Food & Beverage,30.9,1970-01-01,1970-01-01,33.24,Was Price,30.5,Yes,0.0,2048154,ALWAYS_TWO_DAY,0.0068,Walmart Fulfilled,no restrictions,Protein Bars,"[""Home Page"",""Health and Medicine"",""Protein"",""Protein Bars"",""Protein Bars""]",FITCRUNCH,2023-08-04,2049-12-31,2021-07-07,0,0.0,36.99,0.0,12.36
80,840243142804-S-P-L1-12.98,Blue Buffalo Bits Chicken And Beef Dog Training Treats Variety Pack,Animal Food,19.9,1970-01-01,1970-01-01,19.9,Was Price,28.9,Yes,34.99,2048966,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Soft and Chewy Dog Treats,"[""Home Page"",""Pets"",""Dogs"",""Dog Treats"",""Soft and Chewy Dog Treats""]",Blue Buffalo,2023-03-01,2049-12-31,2022-01-22,126,4.8,25.99,0.0,7.96
81,889628167353-bstock-crayola,"Crayola Neon Bath Activity Set, 30-count","Beauty, Personal Care, & Hygiene",22.0,1970-01-01,1970-01-01,22.0,Was Price,19.99,Yes,0.0,2048134,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,All Body Wash,"[""Home Page"",""Personal Care"",""Bath & Body"",""Body Wash"",""All Body Wash""]",Crayola,2024-02-08,2049-12-31,2023-12-29,0,0.0,28.0,0.0,8.8
82,harveast-dried-plum-1lb,"HARVEAST Dried Plums in Resealable Bag, Dried Pitted Prunes, 1 Lb - Kosher, Fat-Free, No Added Sugar, Unsweetened – Dried Fruit Healthy Snack for Digestive Health",Food & Beverage,12.99,1970-01-01,1970-01-01,12.49,Was Price,12.99,Yes,0.0,2038305,NETWORK_GEO,1.0,WFS Eligible,no restrictions,Dried Prunes,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Dried Fruits"",""Shop by Fruit Type"",""Dried Prunes""]",HARVEAST,2023-05-16,2049-12-29,2023-05-18,0,0.0,14.99,0.0,5.196000000000001
83,014900550138-S-P-L2-12.48,"Libby's Corned Beef (12 oz., 3 pk.)",Food & Beverage,23.99,1970-01-01,1970-01-01,21.84,Was Price,19.9,Yes,33.85,2038305,ALWAYS_TWO_DAY,2.0,Walmart Fulfilled,no restrictions,Canned chili & meat,"[""Home Page"",""Food"",""Pantry"",""Canned goods"",""Canned chili & meat""]",Libby's,2023-05-15,2049-12-31,2019-04-23,1105,4.6,27.14,0.0,9.596
84,049000081459-CB-P-L47-14.99,Coke Cola Original Classic Coke Soda Mini Cans Soft Drink - 30 Pack (7.5 Oz),Food & Beverage,41.88,1970-01-01,1970-01-01,41.88,Was Price,41.88,Yes,0.0,2038368,NETWORK_GEO,16.3,Seller Fulfilled,no restrictions,Mini Cans,"[""Home Page"",""Food"",""Beverages"",""Soda Pop"",""Mini Cans""]",FCV,2023-01-03,2049-12-30,2022-08-21,0,0.0,30.96,-1.0,16.752000000000002
85,072512256350-CB-P-L2-8.99,"Pentel Twist-Erase Click Mechanical Pencil, 15 Count","Home Decor, Kitchen, & Other",17.99,1970-01-01,1970-01-01,17.33,Was Price,17.33,Yes,29.99,2039720,ALWAYS_TWO_DAY,1.0,WFS Eligible,no restrictions,Mechanical Pencils,"[""Home Page"",""Office Supplies"",""Pencils & Pencil Sharpeners"",""Mechanical Pencils""]",Pentel,2023-01-01,2049-12-28,2016-09-30,3,4.7,14.59,0.0,7.196
86,0819459015837-S-F-L1-19.92,Boogie Board VersaTile - Red,Other,15.99,1970-01-01,1970-01-01,19.99,Was Price,15.99,Yes,34.1,2038710,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,Drawing Tablets,"[""Home Page"",""Electronics"",""Computers, Laptops and Tablets"",""Computer Accessories"",""Drawing Tablets""]",BOOGIE BOARD,2022-08-09,2049-12-29,2021-08-09,13,4.7,25.77,0.0,6.396000000000001
87,096619416073-C-P-L1-13.99,"Kirkland Signature Daily Multi, 500 Tablets",Health & Beauty,15.99,1970-01-01,1970-01-01,25.9,Was Price,25.9,Yes,33.71,2038318,ALWAYS_TWO_DAY,1.17,WFS Eligible,no restrictions,Dietary supplements,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Dietary supplements""]",Kirkland Signature,2022-10-09,2049-10-09,2016-03-22,0,0.0,15.99,0.0,6.396000000000001
88,100415623112-bstock-starbucks-roast,"Starbucks Dark French Roast K-Cup, 72-Count",Food & Beverage,63.0,1970-01-01,1970-01-01,59.97,Was Price,59.97,No,0.0,2038305,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,Starbucks Ship To Home Coffee,"[""Home Page"",""Food"",""Coffee"",""Starbucks Ship To Home Coffee""]",Starbucks,2023-12-21,2049-12-30,2022-01-01,0,0.0,42.99,0.0,25.200000000000003
89,300671202308-C-G-L1-36.99,Voltaren Topical Arthritis Pain Relief Gel (5.3 oz. 2 pk. + 1.7 oz.),"Beauty, Personal Care, & Hygiene",49.96,1970-01-01,1970-01-01,59.95,List Price,49.97,Yes,78.82,2038754,ALWAYS_TWO_DAY,6.0,WFS Eligible,no restrictions,Arthritis pain relief,"[""Home Page"",""Health and Medicine"",""Pain management"",""Arthritis pain relief""]",Voltaren,2023-08-05,2049-12-30,2020-05-18,3091,4.4,56.87,0.0,19.984
90,309970197582-bstock-white,Revlon Colorstay Micro Hyper Precise Gel Eyeliner with Smudger - 219 White,"Beauty, Personal Care, & Hygiene",7.49,1970-01-01,1970-01-01,7.59,Was Price,5.45,Yes,6.52,2048134,ALWAYS_TWO_DAY,0.75,Walmart Fulfilled,no restrictions,Pencil Eyeliner,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Eyeliner"",""Pencil Eyeliner""]",Revlon,2023-12-14,2049-12-30,2023-11-13,0,0.0,4.99,0.0,2.9960000000000004
91,810607020840-C-F-L2-7.74,"PopCorners Flavor Variety Pack, Gluten Free, 18 CT",Food & Beverage,31.9,1970-01-01,1970-01-01,31.9,Was Price,31.9,Yes,21.23,2040210,NETWORK_GEO,1.13,Seller Fulfilled,no restrictions,Popped Chips,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""Potato Chips"",""Popped Chips""]",PopCorners,2024-01-13,2049-12-31,2019-06-05,77,4.6,24.97,0.0,12.76
92,012109107054-C-P-L1-47.99,"Tommy Bahama Solar Pathway Bollard Lights, 6 Count","Home Decor, Kitchen, & Other",84.01,1970-01-01,1970-01-01,79.99,Was Price,79.99,Yes,123.51,2038710,NETWORK_GEO,12.0,Seller Fulfilled,no restrictions,Shop All Solar Lighting,"[""Home Page"",""Patio & Garden"",""Outdoor Lighting"",""Outdoor Solar Lighting"",""Shop All Solar Lighting""]",Tommy Bahama,2023-06-14,2049-12-31,2022-01-14,3,4.7,89.99,0.0,33.604000000000006
93,016800228230-MD-P-L1-7.99,Royal Oak BBQ All Natural Premium 8 Pound Bag Lump Charcoal Starter Hardwood,Grills & Outdoor Cooking,44.5,1970-01-01,1970-01-01,44.5,Was Price,23.99,No,31.99,2038628,NETWORK_GEO,8.0,Seller Fulfilled,no restrictions,Smoker Pellets,"[""Home Page"",""Patio & Garden"",""Outdoor Cooking"",""Grilling Fuels"",""Smoker Pellets""]",Royal Oak,2023-07-14,2049-12-31,2017-03-26,3,2.3,43.17,0.0,17.8
94,052603045001-C-P-L3-12.99,"Pacific Organic Soup, Roasted Red Pepper & Tomato, 32 Ounce (Pack of 6)",Food & Beverage,44.99,1970-01-01,1970-01-01,38.99,Was Price,44.99,Yes,52.38,2038305,NETWORK_GEO,13.96,WFS Eligible,no restrictions,Ready to heat soup,"[""Home Page"",""Food"",""Pantry"",""Soup"",""Ready to heat soup""]",Pacific Natural Foods,2023-09-10,2049-12-29,2019-11-21,0,0.0,32.94,0.0,17.996000000000002
95,070501066751-C-P-L1-24.99,"Neutrogena Moisturizing Body Oil, Light Sesame Formula, 32 fl. oz","Beauty, Personal Care, & Hygiene",21.98,1970-01-01,1970-01-01,33.98,List Price,25.67,Yes,33.98,2048134,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Body Lotions & Creams,"[""Home Page"",""Beauty"",""Bath & Body"",""Body Lotions & Creams""]",Neutrogena,2023-06-22,2032-09-07,2017-07-27,2610,4.7,34.89,0.0,8.792
96,072838143549-C-F-L2-17.99,"Pilot G2 Premium Gel 0.7mm Fine Point Roller Pen Assortment, 20 Count",Office,22.87,1970-01-01,1970-01-01,31.99,Was Price,31.99,Yes,43.02,2039719,ALWAYS_TWO_DAY,0.5,WFS Eligible,no restrictions,Gel Pens,"[""Home Page"",""Office Supplies"",""Pens"",""Gel Pens""]",Pilot,2022-09-16,2049-08-30,2021-03-19,0,0.0,24.0,0.0,9.148000000000001
97,194735125180-S-P-L1-15.98,Barbie Fairytale Styling Head,Toys,20.9,1970-01-01,1970-01-01,28.99,Was Price,20.9,Yes,35.99,2038710,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,All Barbie Dolls & Dollhouses,"[""Home Page"",""Toys"",""Dolls & Dollhouses"",""Barbie Dolls & Dollhouses"",""All Barbie Dolls & Dollhouses""]",Barbie,2023-11-24,2049-12-31,2023-06-22,185,4.7,21.9,0.0,8.36
98,622356606370S-P-L1-279.98,Ninja EverClad 12-Piece Tri-Ply Commercial-Grade Stainless Steel Cookware,"Home Decor, Kitchen, & Other",310.0,1970-01-01,1970-01-01,249.99,Was Price,249.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,4.0,WFS Eligible,no restrictions,Cookware Sets,"[""Home Page"",""Home"",""Kitchen & Dining"",""Pots & Pans"",""Cookware Sets""]",Ninja,2024-02-16,2049-12-31,2024-01-24,0,0.0,0.0,0.0,124.0
99,718604971380-C-P-L1-9.98,"Nonni's Biscotti, Almond Dark Chocolate, 1.33 oz, 25-count",Food & Beverage,32.9,1970-01-01,1970-01-01,28.01,List Price,25.95,Yes,35.11,2050078,NETWORK_GEO,3.0,WFS Eligible,no restrictions,Shop All Cookies,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Cookies"",""Shop All Cookies""]",Nonni's,2017-04-21,2049-12-31,2017-03-28,12,4.5,23.4,0.0,13.16
100,Halley-Soldier-Hand4-Brown,"HALLEY Decorative Hand Towels Set, 4 Pack - Turkish Towel Set with Floral Pattern, Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Brown","Home Decor, Kitchen, & Other",20.4,1970-01-01,1970-01-01,12.5,Was Price,20.4,Yes,33.99,2039973,ALWAYS_TWO_DAY,2.1,Walmart Fulfilled,no restrictions,Hand Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hand Towels""]",HALLEY,2020-10-29,2049-12-23,2020-11-06,0,4.4,20.4,0.0,8.16
101,LCJ-6FY-9B5,"Tossos Tassos Double Stuffed Jalapeno-garlic Super Mammoth Greek Olives, 35.27 Oz",Food & Beverage,25.99,1970-01-01,1970-01-01,22.83,Was Price,23.95,Yes,31.55,2038305,NETWORK_GEO,4.0,Seller Fulfilled,no restrictions,Shop all olives,"[""Home Page"",""Food"",""Pantry"",""Condiments"",""Pickles & olives"",""Olives"",""Shop all olives""]",Tassos,2021-02-10,2049-12-30,2016-09-30,18,4.2,20.0,0.0,10.396
102,SF-W6-9LE6-PFU7,"3OWL Mummy Sleeping Bag 3-Season Ideal for Hiking, Camping, and Outdoors",Sport & Recreation Other,27.99,1970-01-01,1970-01-01,27.99,Was Price,27.99,Yes,0.0,3001200,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Mummy Sleeping Bags,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Sleeping Bags"",""Mummy Sleeping Bags""]",3OWL,2018-07-13,2049-12-31,2018-07-13,0,0.0,31.31,0.0,11.196
103,722776004289-C-P-L1-17.99,Splenda Zero Calorie Sweetener Packets (1000 Count),"Home Decor, Kitchen, & Other",31.29,1970-01-01,1970-01-01,29.41,Was Price,26.43,Yes,44.95,2038305,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Coffee Additives,"[""Home Page"",""Food"",""Coffee"",""Coffee Additives""]",Splenda,2023-06-21,2049-12-31,2022-11-21,1654,4.9,41.98,0.0,12.516
104,762111298362-S-F-L1-16.98,"Starbucks Holiday Ground Coffee, Herbal & Sweet, 35 Ounce",Food & Beverage,33.48,1970-01-01,1970-01-01,24.0,Was Price,26.99,Yes,46.01,2038305,ALWAYS_TWO_DAY,3.0,Walmart Fulfilled,no restrictions,Ground Coffee,"[""Home Page"",""Food"",""Coffee"",""Ground Coffee""]",Starbucks,2020-11-04,2032-01-13,2018-09-19,1243,4.7,29.98,0.0,13.392
105,NB-DP2M-UDNC,"3OWL Everglades 2 Person Easy Setup Hiking, Camping, Outdoors Backpacking Blue Tent",Sport & Recreation Other,25.99,1970-01-01,1970-01-01,0.0,Was Price,25.99,Yes,29.99,3001205,ALWAYS_TWO_DAY,2.5,WFS Eligible,no restrictions,Backpacking Tents,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Tents"",""Backpacking Tents""]",3OWL,2018-07-11,2049-12-30,2018-05-06,0,0.0,0.0,0.0,10.396
106,harveast-dried-apricot-1lb,HARVEAST Turkish Jumbo Dried Apricots 16oz (1 pack),Food & Beverage,11.8,1970-01-01,1970-01-01,11.8,Was Price,11.8,Yes,10.99,2038305,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,Healthy Kids Snacks,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Health-inspired Snacks"",""Healthy Kids Snacks""]",HARVEAST,2022-07-08,2049-12-23,2022-07-16,16,3.8,11.8,0.0,4.720000000000001
